0.42,63
0.46,67
0.50,70
0.54,71
0.58,71
0.63,75
0.67,75
0.71,79
0.75,78
0.79,76
0.83,79
0.88,82
0.92,74
0.96,67
0.00,67
0.04,78
0.08,72
0.13,77
0.17,75
0.21,81
0.25,82
0.29,81
0.33,69
0.38,70
0.42,77
0.46,73
0.50,74
0.54,78
0.58,76
0.63,78
0.67,77
0.71,79
0.75,77
0.79,76
0.83,79
0.88,78
0.92,78
0.96,80
0.00,80
0.04,81
0.08,82
0.13,84
0.17,83
0.21,84
0.25,84
0.29,85
0.33,79
0.38,82
0.42,78
0.46,81
0.50,82
0.54,78
0.58,78
0.63,79
0.67,81
0.71,84
0.75,83
0.79,83
0.83,85
0.88,83
0.92,82
0.96,84
